12,24,36,48,
Tactical-Flamer-Plasma Cannon-Combi-melta,0.31217681625940946,0.19336006519715324,0.09608033388015863,0.06633759457248553,
Tactical-Flamer-Plasma Cannon-Combi-plasma,0.3052007980189756,0.18903916988548503,0.09393328731300445,0.06485519022449705,
Tactical-Flamer-Plasma Cannon-Storm Bolter,0.2825287387375663,0.17499626012256342,0.0869553859697524,0.06003737609353434,
Tactical-Grav-gun-Grav-cannon and Grav-amp-Boltgun,0.30171278889875885,0.18687872222965116,0.09285976402942714,0.0641139880505027,
Tactical-Grav-gun-Grav-cannon and Grav-amp-Combi-flamer,0.32089683905995214,0.19876118433673856,0.09876414208910157,0.06819060000747117,
Tactical-Grav-gun-Grav-cannon and Grav-amp-Combi-melta,0.3348488755408189,0.20740297496007512,0.1030582352234105,0.07115540870344825,
Tactical-Grav-gun-Grav-cannon and Grav-amp-Combi-plasma,0.3278728573003859,0.20308207964840694,0.10091118865625605,0.0696730043554596,
Tactical-Grav-gun-Grav-cannon and Grav-amp-Storm Bolter,0.3052007980189756,0.18903916988548503,0.09393328731300445,0.06485519022449705,
Tactical-Grav-gun-Heavy Bolter-Boltgun,0.2703207068168078,0.1674346933271443,0.08319805447723237,0.05744316848455448,
Tactical-Grav-gun-Heavy Bolter-Combi-flamer,0.28950475697799977,0.17931715543423157,0.0891024325369068,0.06151978044152284,
Tactical-Grav-gun-Heavy Bolter-Combi-melta,0.3034567934588676,0.1879589460575678,0.09339652567121565,0.06448458913749996,
Tactical-Grav-gun-Heavy Bolter-Combi-plasma,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Grav-gun-Heavy Bolter-Storm Bolter,0.2738087159370248,0.16959514098297787,0.08427157776080953,0.05818437065854886,
Tactical-Grav-gun-Lascannon-Boltgun,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Grav-gun-Lascannon-Combi-flamer,0.3156648253796265,0.19552051285298747,0.0971538571637361,0.06707879674647971,
Tactical-Grav-gun-Lascannon-Combi-melta,0.3296168618604929,0.20416230347632394,0.10144795029804474,0.07004360544245683,
Tactical-Grav-gun-Lascannon-Combi-plasma,0.32264084362006035,0.1998414081646559,0.09930090373089054,0.06856120109446828,
Tactical-Grav-gun-Lascannon-Storm Bolter,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Grav-gun-Missile Launcher-Boltgun,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Grav-gun-Missile Launcher-Combi-flamer,0.3156648253796265,0.19552051285298747,0.0971538571637361,0.06707879674647971,
Tactical-Grav-gun-Missile Launcher-Combi-melta,0.3296168618604929,0.20416230347632394,0.10144795029804474,0.07004360544245683,
Tactical-Grav-gun-Missile Launcher-Combi-plasma,0.32264084362006035,0.1998414081646559,0.09930090373089054,0.06856120109446828,
Tactical-Grav-gun-Missile Launcher-Storm Bolter,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Grav-gun-Multi-melta-Boltgun,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Grav-gun-Multi-melta-Combi-flamer,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Grav-gun-Multi-melta-Combi-melta,0.3331048709807104,0.20632275113215814,0.1025214735816218,0.07078480761645109,
Tactical-Grav-gun-Multi-melta-Combi-plasma,0.3261288527402779,0.20200185582049007,0.10037442701446735,0.06930240326846238,
Tactical-Grav-gun-Multi-melta-Storm Bolter,0.3034567934588676,0.1879589460575678,0.09339652567121565,0.06448458913749996,
Tactical-Grav-gun-Plasma Cannon-Boltgun,0.28950475697799977,0.17931715543423157,0.0891024325369068,0.06151978044152284,
Tactical-Grav-gun-Plasma Cannon-Combi-flamer,0.3086888071391925,0.19119961754131923,0.09500681059658149,0.06559639239849124,
Tactical-Grav-gun-Plasma Cannon-Combi-melta,0.32264084362006035,0.1998414081646559,0.09930090373089054,0.06856120109446828,
Tactical-Grav-gun-Plasma Cannon-Combi-plasma,0.3156648253796265,0.19552051285298747,0.0971538571637361,0.06707879674647971,
Tactical-Grav-gun-Plasma Cannon-Storm Bolter,0.292992766098217,0.18147760309006558,0.0901759558204845,0.062260982615517116,
Tactical-Meltagun-Grav-cannon and Grav-amp-Boltgun,0.3052007980189756,0.18903916988548503,0.09393328731300445,0.06485519022449705,
Tactical-Meltagun-Grav-cannon and Grav-amp-Combi-flamer,0.3243848481801683,0.20092163199257287,0.0998376653726786,0.06893180218146532,
Tactical-Meltagun-Grav-cannon and Grav-amp-Combi-melta,0.33833688466103623,0.20956342261590935,0.10413175850698793,0.07189661087744241,
Tactical-Meltagun-Grav-cannon and Grav-amp-Combi-plasma,0.33136086642060236,0.20524252730424083,0.10198471193983323,0.07041420652945378,
Tactical-Meltagun-Grav-cannon and Grav-amp-Storm Bolter,0.3086888071391925,0.19119961754131923,0.09500681059658149,0.06559639239849124,
Tactical-Meltagun-Heavy Bolter-Boltgun,0.2738087159370248,0.16959514098297787,0.08427157776080953,0.05818437065854886,
Tactical-Meltagun-Heavy Bolter-Combi-flamer,0.292992766098217,0.18147760309006558,0.0901759558204845,0.062260982615517116,
Tactical-Meltagun-Heavy Bolter-Combi-melta,0.3069448025790839,0.19011939371340225,0.09447004895479288,0.065225791311494,
Tactical-Meltagun-Heavy Bolter-Combi-plasma,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Meltagun-Heavy Bolter-Storm Bolter,0.2772967250572408,0.17175558863881235,0.08534510104438676,0.05892557283254303,
Tactical-Meltagun-Lascannon-Boltgun,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Meltagun-Lascannon-Combi-flamer,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Meltagun-Lascannon-Combi-melta,0.3331048709807104,0.20632275113215814,0.1025214735816218,0.07078480761645109,
Tactical-Meltagun-Lascannon-Combi-plasma,0.3261288527402779,0.20200185582049007,0.10037442701446735,0.06930240326846238,
Tactical-Meltagun-Lascannon-Storm Bolter,0.3034567934588676,0.1879589460575678,0.09339652567121565,0.06448458913749996,
Tactical-Meltagun-Missile Launcher-Boltgun,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Meltagun-Missile Launcher-Combi-flamer,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Meltagun-Missile Launcher-Combi-melta,0.3331048709807104,0.20632275113215814,0.1025214735816218,0.07078480761645109,
Tactical-Meltagun-Missile Launcher-Combi-plasma,0.3261288527402779,0.20200185582049007,0.10037442701446735,0.06930240326846238,
Tactical-Meltagun-Missile Launcher-Storm Bolter,0.3034567934588676,0.1879589460575678,0.09339652567121565,0.06448458913749996,
Tactical-Meltagun-Multi-melta-Boltgun,0.3034567934588676,0.1879589460575678,0.09339652567121565,0.06448458913749996,
Tactical-Meltagun-Multi-melta-Combi-flamer,0.32264084362006035,0.1998414081646559,0.09930090373089054,0.06856120109446828,
Tactical-Meltagun-Multi-melta-Combi-melta,0.3365928801009279,0.20848319878799249,0.10359499686519885,0.07152600979044517,
Tactical-Meltagun-Multi-melta-Combi-plasma,0.3296168618604929,0.20416230347632394,0.10144795029804474,0.07004360544245683,
Tactical-Meltagun-Multi-melta-Storm Bolter,0.3069448025790839,0.19011939371340225,0.09447004895479288,0.065225791311494,
Tactical-Meltagun-Plasma Cannon-Boltgun,0.292992766098217,0.18147760309006558,0.0901759558204845,0.062260982615517116,
Tactical-Meltagun-Plasma Cannon-Combi-flamer,0.31217681625940946,0.19336006519715324,0.09608033388015863,0.06633759457248553,
Tactical-Meltagun-Plasma Cannon-Combi-melta,0.3261288527402779,0.20200185582049007,0.10037442701446735,0.06930240326846238,
Tactical-Meltagun-Plasma Cannon-Combi-plasma,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Meltagun-Plasma Cannon-Storm Bolter,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Plasma Gun-Grav-cannon and Grav-amp-Boltgun,0.2982247797785423,0.18471827457381676,0.09178624074585003,0.06337278587650849,
Tactical-Plasma Gun-Grav-cannon and Grav-amp-Combi-flamer,0.31740882993973474,0.19660073668090436,0.09769061880552445,0.06744939783347693,
Tactical-Plasma Gun-Grav-cannon and Grav-amp-Combi-melta,0.33136086642060236,0.20524252730424083,0.10198471193983323,0.07041420652945378,
Tactical-Plasma Gun-Grav-cannon and Grav-amp-Combi-plasma,0.3243848481801683,0.20092163199257287,0.0998376653726786,0.06893180218146532,
Tactical-Plasma Gun-Grav-cannon and Grav-amp-Storm Bolter,0.30171278889875885,0.18687872222965116,0.09285976402942714,0.0641139880505027,
Tactical-Plasma Gun-Heavy Bolter-Boltgun,0.2668326976965899,0.16527424567130994,0.082124531193655,0.05670196631056022,
Tactical-Plasma Gun-Heavy Bolter-Combi-flamer,0.2860167478577828,0.1771567077783975,0.08802890925332967,0.0607785782675286,
Tactical-Plasma Gun-Heavy Bolter-Combi-melta,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Plasma Gun-Heavy Bolter-Combi-plasma,0.292992766098217,0.18147760309006558,0.0901759558204845,0.062260982615517116,
Tactical-Plasma Gun-Heavy Bolter-Storm Bolter,0.2703207068168078,0.1674346933271443,0.08319805447723237,0.05744316848455448,
Tactical-Plasma Gun-Lascannon-Boltgun,0.292992766098217,0.18147760309006558,0.0901759558204845,0.062260982615517116,
Tactical-Plasma Gun-Lascannon-Combi-flamer,0.31217681625940946,0.19336006519715324,0.09608033388015863,0.06633759457248553,
Tactical-Plasma Gun-Lascannon-Combi-melta,0.3261288527402779,0.20200185582049007,0.10037442701446735,0.06930240326846238,
Tactical-Plasma Gun-Lascannon-Combi-plasma,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Plasma Gun-Lascannon-Storm Bolter,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Plasma Gun-Missile Launcher-Boltgun,0.292992766098217,0.18147760309006558,0.0901759558204845,0.062260982615517116,
Tactical-Plasma Gun-Missile Launcher-Combi-flamer,0.31217681625940946,0.19336006519715324,0.09608033388015863,0.06633759457248553,
Tactical-Plasma Gun-Missile Launcher-Combi-melta,0.3261288527402779,0.20200185582049007,0.10037442701446735,0.06930240326846238,
Tactical-Plasma Gun-Missile Launcher-Combi-plasma,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Plasma Gun-Missile Launcher-Storm Bolter,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Plasma Gun-Multi-melta-Boltgun,0.2964807752184338,0.18363805074590017,0.09124947910406174,0.06300218478951138,
Tactical-Plasma Gun-Multi-melta-Combi-flamer,0.3156648253796265,0.19552051285298747,0.0971538571637361,0.06707879674647971,
Tactical-Plasma Gun-Multi-melta-Combi-melta,0.3296168618604929,0.20416230347632394,0.10144795029804474,0.07004360544245683,
Tactical-Plasma Gun-Multi-melta-Combi-plasma,0.32264084362006035,0.1998414081646559,0.09930090373089054,0.06856120109446828,
Tactical-Plasma Gun-Multi-melta-Storm Bolter,0.29996878433865065,0.185798498401734,0.0923230023876381,0.06374338696350575,
Tactical-Plasma Gun-Plasma Cannon-Boltgun,0.2860167478577828,0.1771567077783975,0.08802890925332967,0.0607785782675286,
Tactical-Plasma Gun-Plasma Cannon-Combi-flamer,0.3052007980189756,0.18903916988548503,0.09393328731300445,0.06485519022449705,
Tactical-Plasma Gun-Plasma Cannon-Combi-melta,0.31915283449984344,0.1976809605088217,0.09822738044731276,0.06781999892047409,
Tactical-Plasma Gun-Plasma Cannon-Combi-plasma,0.31217681625940946,0.19336006519715324,0.09608033388015863,0.06633759457248553,
Tactical-Plasma Gun-Plasma Cannon-Storm Bolter,0.28950475697799977,0.17931715543423157,0.0891024325369068,0.06151978044152284,
Intercessor-Bolt Rifle-,0.2302458349920669,0.1407496566429329,0.07907858958190729,0.07188972367236371,
Intercessor-Bolt Rifle-Auxiliary Grenade Launcher,0.2302458349920669,0.1407496566429329,0.07907858958190729,0.07188972367236371,
Intercessor-Auto Bolt Rifle-,0.24175812674166997,0.14778713947507954,0.08303251906100252,0.07548420985598199,
Intercessor-Auto Bolt Rifle-Auxiliary Grenade Launcher,0.24175812674166997,0.14778713947507954,0.08303251906100252,0.07548420985598199,
Intercessor-Stalker Bolt Rifle-,0.2532704184912739,0.15482462230722613,0.08698644854009797,0.07907869603960013,
Intercessor-Stalker Bolt Rifle-Auxiliary Grenade Launcher,0.2532704184912739,0.15482462230722613,0.08698644854009797,0.07907869603960013,
Scout-Boltgun-Boltgun-Boltgun,0.21773252675121346,0.1429941991661412,0.07439294016891454,0.050289985436034364,
Scout-Boltgun-Boltgun-Combi-flamer,0.26127903210145675,0.17159303899936987,0.08927152820269732,0.06034798252324138,
Scout-Boltgun-Boltgun-Combi-melta,0.2929492178107237,0.19239219524171738,0.10009231949999435,0.06766288949575545,
Scout-Boltgun-Boltgun-Combi-plasma,0.27711412495609045,0.18199261712054354,0.09468192385134619,0.06400543600949835,
Scout-Boltgun-Boltgun-Storm Bolter,0.2256500731785313,0.14819398822672844,0.0770981379932386,0.05211871217916302,
Scout-Boltgun-Heavy Bolter-Boltgun,0.2573202588877986,0.16899314446907632,0.0879189292905356,0.05943361915167703,
Scout-Boltgun-Heavy Bolter-Combi-flamer,0.3008667642380417,0.19759198430230446,0.10279751732431829,0.06949161623888393,
Scout-Boltgun-Heavy Bolter-Combi-melta,0.3325369499473092,0.21839114054465264,0.11361830862161455,0.07680652321139803,
Scout-Boltgun-Heavy Bolter-Combi-plasma,0.316701857092675,0.20799156242347847,0.10820791297296668,0.07314906972514106,
Scout-Boltgun-Heavy Bolter-Storm Bolter,0.2652378053151149,0.17419293352966347,0.0906241271148596,0.06126234589480557,
Scout-Boltgun-Missile Launcher-Boltgun,0.316701857092675,0.20799156242347847,0.10820791297296668,0.07314906972514106,
Scout-Boltgun-Missile Launcher-Combi-flamer,0.3602483624429172,0.23659040225670624,0.12308650100674982,0.08320706681234791,
Scout-Boltgun-Missile Launcher-Combi-melta,0.3919185481521861,0.2573895584990539,0.13390729230404652,0.09052197378486192,
Scout-Boltgun-Missile Launcher-Combi-plasma,0.3760834552975511,0.24698998037788022,0.128496896655398,0.08686452029860482,
Scout-Boltgun-Missile Launcher-Storm Bolter,0.32461940351999086,0.21319135148406446,0.11091311079729109,0.07497779646826935,
Scout-Astartes Shotgun-Boltgun-Boltgun,0.21773252675121346,0.1429941991661412,0.07439294016891454,0.050289985436034364,
Scout-Astartes Shotgun-Boltgun-Combi-flamer,0.26127903210145675,0.17159303899936987,0.08927152820269732,0.06034798252324138,
Scout-Astartes Shotgun-Boltgun-Combi-melta,0.2929492178107237,0.19239219524171738,0.10009231949999435,0.06766288949575545,
Scout-Astartes Shotgun-Boltgun-Combi-plasma,0.27711412495609045,0.18199261712054354,0.09468192385134619,0.06400543600949835,
Scout-Astartes Shotgun-Boltgun-Storm Bolter,0.2256500731785313,0.14819398822672844,0.0770981379932386,0.05211871217916302,
Scout-Astartes Shotgun-Heavy Bolter-Boltgun,0.2573202588877986,0.16899314446907632,0.0879189292905356,0.05943361915167703,
Scout-Astartes Shotgun-Heavy Bolter-Combi-flamer,0.3008667642380417,0.19759198430230446,0.10279751732431829,0.06949161623888393,
Scout-Astartes Shotgun-Heavy Bolter-Combi-melta,0.3325369499473092,0.21839114054465264,0.11361830862161455,0.07680652321139803,
Scout-Astartes Shotgun-Heavy Bolter-Combi-plasma,0.316701857092675,0.20799156242347847,0.10820791297296668,0.07314906972514106,
Scout-Astartes Shotgun-Heavy Bolter-Storm Bolter,0.2652378053151149,0.17419293352966347,0.0906241271148596,0.06126234589480557,
Scout-Astartes Shotgun-Missile Launcher-Boltgun,0.316701857092675,0.20799156242347847,0.10820791297296668,0.07314906972514106,
Scout-Astartes Shotgun-Missile Launcher-Combi-flamer,0.3602483624429172,0.23659040225670624,0.12308650100674982,0.08320706681234791,
Scout-Astartes Shotgun-Missile Launcher-Combi-melta,0.3919185481521861,0.2573895584990539,0.13390729230404652,0.09052197378486192,
Scout-Astartes Shotgun-Missile Launcher-Combi-plasma,0.3760834552975511,0.24698998037788022,0.128496896655398,0.08686452029860482,
Scout-Astartes Shotgun-Missile Launcher-Storm Bolter,0.32461940351999086,0.21319135148406446,0.11091311079729109,0.07497779646826935,
Scout-Sniper Rifle-Boltgun-Boltgun,0.2652378053151149,0.17419293352966347,0.0906241271148596,0.06126234589480557,
Scout-Sniper Rifle-Boltgun-Combi-flamer,0.3087843106653581,0.2027917733628912,0.1055027151486425,0.07132034298201252,
Scout-Sniper Rifle-Boltgun-Combi-melta,0.3404544963746251,0.22359092960523885,0.11632350644593921,0.07863524995452652,
Scout-Sniper Rifle-Boltgun-Combi-plasma,0.32461940351999086,0.21319135148406446,0.11091311079729109,0.07497779646826935,
Scout-Sniper Rifle-Boltgun-Storm Bolter,0.27315535174243255,0.17939272259024988,0.09332932493918376,0.06309107263793406,
Scout-Sniper Rifle-Heavy Bolter-Boltgun,0.3048255374516986,0.20019187883259754,0.10415011623648032,0.07040597961044827,
Scout-Sniper Rifle-Heavy Bolter-Combi-flamer,0.3483720428019431,0.2287907186658264,0.11902870427026328,0.08046397669765507,
Scout-Sniper Rifle-Heavy Bolter-Combi-melta,0.3800422285112098,0.2495898749081736,0.12984949556756015,0.08777888367016919,
Scout-Sniper Rifle-Heavy Bolter-Combi-plasma,0.3642071356565763,0.23919029678699988,0.12443909991891124,0.0841214301839121,
Scout-Sniper Rifle-Heavy Bolter-Storm Bolter,0.31274308387901645,0.20539166789318436,0.1068553140608045,0.07223470635357661,
Scout-Sniper Rifle-Missile Launcher-Boltgun,0.3642071356565763,0.23919029678699988,0.12443909991891124,0.0841214301839121,
Scout-Sniper Rifle-Missile Launcher-Combi-flamer,0.4077536410068185,0.2677891366202284,0.13931768795269428,0.09417942727111896,
Scout-Sniper Rifle-Missile Launcher-Combi-melta,0.43942382671608554,0.288588292862576,0.15013847924999116,0.10149433424363326,
Scout-Sniper Rifle-Missile Launcher-Combi-plasma,0.42358873386145307,0.27818871474140167,0.144728083601343,0.09783688075737598,
Scout-Sniper Rifle-Missile Launcher-Storm Bolter,0.37212468208389277,0.2443900858475868,0.127144297743236,0.08595015692704062,
Agressors,0.3779631108988445,0.2313267272941951,0.13356680451399988,0.12526120816789355,
Agressors-Flamestorm,0.3779631108988445,0.2313267272941951,0.13356680451399988,0.12526120816789355,
Terminators-Assault Cannon,0.3158535948686606,0.20047749269165144,0.12261137411300418,0.11737300534397731,
Terminators-Heavy Flamer,0.30986584899437264,0.19667697150318383,0.12028698787389472,0.11514792467394926,
Terminators-Cyclone Missile Launcher,0.3592647524572436,0.2280312713080392,0.13946317434654498,0.1335048402016806,
Cataphractii Terminators-Combi-bolter,0.2968532503280755,0.18859237884609362,0.11438351277942348,0.10696795442645744,
Cataphractii Terminators-Heavy Flamer,0.31785701803996774,0.20193617923614657,0.12247668585343936,0.11453644176795173,
Tartaros Terminators-Reaper Autocannon-Volkite Charger-Grenade Harness,0.36375556186295926,0.23088166219939016,0.1412064640258766,0.13517365070420134,
Tartaros Terminators-Reaper Autocannon-Volkite Charger-Combi-bolter,0.3547739430515281,0.2251808804166886,0.13771988466721327,0.13183602969915928,
Tartaros Terminators-Reaper Autocannon-Plasma Blaster-Grenade Harness,0.3802218630172493,0.2413330954676746,0.1475985261834264,0.14129262254677882,
Tartaros Terminators-Reaper Autocannon-Plasma Blaster-Combi-bolter,0.3712402442058183,0.23563231368497387,0.1441119468247629,0.1379550015417365,
Tartaros Terminators-Heavy Flamer-Volkite Charger-Grenade Harness,0.3622586253943873,0.22993153190227286,0.14062536746609963,0.1346173805366943,
Tartaros Terminators-Heavy Flamer-Volkite Charger-Combi-bolter,0.3532770065829561,0.2242307501195718,0.13713878810743574,0.13127975953165244,
Tartaros Terminators-Heavy Flamer-Plasma Blaster-Grenade Harness,0.3787249265486777,0.2403829651705577,0.14701742962364936,0.14073635237927157,
Tartaros Terminators-Heavy Flamer-Plasma Blaster-Combi-bolter,0.36974330773724684,0.2346821833878571,0.14353085026498566,0.1373987313742294,
Sternguard-Flamer-Special Issue Boltgun-Boltgun,0.3351819288761176,0.21445964344794144,0.10918324589418893,0.07560262174741383,
Sternguard-Flamer-Special Issue Boltgun-Combi-flamer,0.3713289996372679,0.23758764421193476,0.12095790966709145,0.08375584566135044,
Sternguard-Flamer-Special Issue Boltgun-Combi-melta,0.39761777837264983,0.2544080084039305,0.12952130150192948,0.08968546305330446,
Sternguard-Flamer-Special Issue Boltgun-Combi-plasma,0.3844733890049582,0.24599782630793254,0.12523960558451064,0.08672065435732743,
Sternguard-Flamer-Special Issue Boltgun-Storm Bolter,0.34175412355996343,0.21866473449594065,0.11132409385289824,0.07708502609540203,
Sternguard-Flamer-Combi-flamer-Boltgun,0.3943316810307263,0.2523054628799314,0.12845087752257486,0.08894426087931019,
Sternguard-Flamer-Combi-flamer-Combi-flamer,0.43047875179187584,0.27543346364392535,0.14022554129547768,0.09709748479324705,
Sternguard-Flamer-Combi-flamer-Combi-melta,0.45676753052725727,0.2922538278359198,0.14878893313031605,0.10302710218520095,
Sternguard-Flamer-Combi-flamer-Combi-plasma,0.4436231411595688,0.28384364573992293,0.14450723721289693,0.10006229348922395,
Sternguard-Flamer-Combi-flamer-Storm Bolter,0.40090387571457137,0.2565105539279301,0.13059172548128473,0.0904266652272987,
Sternguard-Flamer-Combi-melta-Boltgun,0.4469092385014907,0.2859461912639223,0.14557766119225168,0.10080349566321829,
Sternguard-Flamer-Combi-melta-Combi-flamer,0.4830563092626393,0.30907419202791603,0.1573523249651543,0.10895671957715508,
Sternguard-Flamer-Combi-melta-Combi-melta,0.5093450879980228,0.3258945562199114,0.16591571679999267,0.11488633696910897,
Sternguard-Flamer-Combi-melta-Combi-plasma,0.4962006986303286,0.31748437412391295,0.16163402088257367,0.11192152827313201,
Sternguard-Flamer-Combi-melta-Storm Bolter,0.4534814331853353,0.2901512823119209,0.14771850915096163,0.1022859000112067,
Sternguard-Flamer-Combi-plasma-Boltgun,0.4206204597661078,0.26912582707192617,0.13701426935741343,0.09487387827126408,
Sternguard-Flamer-Combi-plasma-Combi-flamer,0.45676753052725727,0.2922538278359198,0.14878893313031605,0.10302710218520095,
Sternguard-Flamer-Combi-plasma-Combi-melta,0.4830563092626393,0.30907419202791603,0.1573523249651543,0.10895671957715508,
Sternguard-Flamer-Combi-plasma-Combi-plasma,0.46991191989494835,0.30066400993191805,0.1530706290477349,0.10599191088117789,
Sternguard-Flamer-Combi-plasma-Storm Bolter,0.427192654449953,0.2733309181199254,0.13915511731612293,0.09635628261925291,
Sternguard-Flamer-Combi-grav-Boltgun,0.43376484913379804,0.27753600916792426,0.1412959652748326,0.09783868696724113,
Sternguard-Flamer-Combi-grav-Combi-flamer,0.46991191989494835,0.30066400993191805,0.1530706290477349,0.10599191088117789,
Sternguard-Flamer-Combi-grav-Combi-melta,0.4962006986303286,0.31748437412391295,0.16163402088257367,0.11192152827313201,
Sternguard-Flamer-Combi-grav-Combi-plasma,0.4830563092626393,0.30907419202791603,0.1573523249651543,0.10895671957715508,
Sternguard-Flamer-Combi-grav-Storm Bolter,0.4403370438176441,0.2817411002159234,0.14343681323354188,0.09932109131522966,
Sternguard-Flamer-Storm Bolter-Boltgun,0.3351819288761176,0.21445964344794144,0.10918324589418893,0.07560262174741383,
Sternguard-Flamer-Storm Bolter-Combi-flamer,0.3713289996372679,0.23758764421193476,0.12095790966709145,0.08375584566135044,
Sternguard-Flamer-Storm Bolter-Combi-melta,0.39761777837264983,0.2544080084039305,0.12952130150192948,0.08968546305330446,
Sternguard-Flamer-Storm Bolter-Combi-plasma,0.3844733890049582,0.24599782630793254,0.12523960558451064,0.08672065435732743,
Sternguard-Flamer-Storm Bolter-Storm Bolter,0.34175412355996343,0.21866473449594065,0.11132409385289824,0.07708502609540203,
Sternguard-Grav-gun-Special Issue Boltgun-Boltgun,0.3746150969791898,0.23969018973593464,0.12202833364644636,0.08449704783534458,
